The City We Became: A Novel,"Jemisin, N. K.",,,,Great Cities,Texas,Frisco Independent School District,October 2022,Banned Pending Investigation,Administration
The Country of Ice Cream Star,"Newman, Sandra",,,,,Texas,Frisco Independent School District,October 2022,Banned Pending Investigation,Administration
The Dark and Hollow Places,"Ryan, Carrie",,,,The Forest of Hands and Teeth,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Dark Tide,"Jasinska, Alicia",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Dazzling Heights,"McGee, Katharine",,,,The Thousandth Floor,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Dead Inside,"Etler, Cyndy Drew",,,,,Texas,Frisco Independent School District,December 2022,Banned in Libraries and Classrooms,Administration
The Dead-Tossed Waves,"Ryan, Carrie",,,,The Forest of Hands and Teeth,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Death of Bees,"O'Donnell, Lisa",,,,,Texas,Frisco Independent School District,October 2022,Banned Pending Investigation,Administration
The Devil's Intern,"Hosie, Donna",,,,The Devil's,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Dirt on Mr. Claxton,"Youngblood, Tiffany",,,,Thomas and Dean Mysteries,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Duel: The Parallel Lives of Alexander Hamilton and Aaron Burr,"St. George, Judith",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Edge,"Smith, Roland",,,,Peak,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Epidemic,"Young, Suzanne",,,,The Program,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Eternal Flame,"Barron, T.A.",,,,Merlin Saga,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Exact Opposite of Okay,"Steven, Laura",,,,Izzy O'Neill,Texas,Frisco Independent School District,November 2022,Banned in Libraries and Classrooms,Informal Challenge
The Fellowship of the Ring,"Tolkien, J.R.R.",,,,The Lord of the Rings,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Fire,"Patterson, James","Dembowski, Jill",,,Witch and Wizard,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Fires of Merlin,"Barron, T.A.",,,,Merlin Saga,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Forest of Hands and Teeth,"Ryan, Carrie",,,,The Forest of Hands and Teeth,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Fugitive,"Grisham, John",,,,Theodore Boone,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Gadgets,"Horowitz, Anthony",,,,Alex Rider Adventure,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Gift,"Patterson, James","Rust, Ned",,,Witch and Wizard,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Giver,"Lowry, Lois",,,,The Giver,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Grand Escape: The Greatest Prison Breakout of the 20th Century,"Bascomb, Neal",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Great Tree of Avalon: Child of the Dark Prophecy,"Barron, T.A.",,,,Merlin Saga,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Grimm Legacy,"Shulman, Polly",,,,The Grimm Legacy,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Handmaid's Tale: The Graphic Novel,"Atwood, Margaret",,"Nault, Renee",,,Texas,Frisco Independent School District,August 2022,Banned in Libraries and Classrooms,Administration
The Haters,"Andrews, Jesse",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries and Classrooms,Administration
The Heart of Betrayal,"Pearson, Mary E.",,,,The Remnant Chronicles,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Hobbit,"Tolkien, J.R.R.",,,,The Lord of the Rings,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The House on Mango Street,"Cisneros, Sandra",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Immortalists,"Benjamin, Chloe",,,,,Texas,Frisco Independent School District,July 2022,Banned in Libraries and Classrooms,Administration
The Infinite Moment of Us,"Myracle, Lauren",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries and Classrooms,Administration
The Kiss,"Patterson, James","Dembowski, Jill",,,Witch and Wizard,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Kiss of Deception,"Pearson, Mary E.",,,,The Remnant Chronicles,Texas,Frisco Independent School District,October 2022,Banned Pending Investigation,Administration
The Line,"Hall, Teri",,,,The Line,Texas,Frisco Independent School District,November 2022,Banned in Libraries,Administration
The Lost,"Patterson, James","Raymond, Emily",,,Witch and Wizard,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Lost Years of Merlin,"Barron, T.A.",,,,Merlin Saga,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
,,,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Lovely Bones,"Sebold, Alice",,,,,Texas,Frisco Independent School District,November 2022,Banned in Libraries and Classrooms,Administration
The Mark,"Nadol, Jen",,,,The Mark,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Melancholy of Haruhi Suzumiya,"Tanigawa, Nagaru",,"Itou, Noizi; Tsugano, Gaku",,The Melancholy of Haruhi Suzumiya,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Mirror of Merlin,"Barron, T.A.",,,,Merlin Saga,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The November Criminals,"Munson, Sam",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries and Classrooms,Administration
The Nowhere Girls,"Reed, Amy",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries and Classrooms,Formal Challenge
The Ocean at the End of the Lane,"Gaiman, Neil",,,,,Texas,Frisco Independent School District,October 2022,Banned Pending Investigation,Administration
The Pacific Giants,"Flitcroft, Jean",,,,The Cryptid Files,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Phantom Twin,"Brown, Lisa",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Pride Guide: A Guide to Sexual and Social Health for LGBTQ Youth,"Langford, Jo",,,,,Texas,Frisco Independent School District,November 2022,Banned in Libraries and Classrooms,Administration
The Program,"Young, Suzanne",,,,The Program,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Remedy,"Young, Suzanne",,,,The Program,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Return of the King,"Tolkien, J.R.R.",,,,The Lord of the Rings,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Rise and Fall of Charles Lindbergh,"Fleming, Candace",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The River,"Paulsen, Gary",,,,Brian's Saga,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Scandal,"Grisham, John",,,,Theodore Boone,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Seven Songs of Merlin,"Barron, T.A.",,,,Merlin Saga,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Sigh of Haruhi Suzumiya,"Tanigawa, Nagaru",,"Itou, Noizi","Pai, Chris",Haruhi Suzumiya,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Sun and Her Flowers,"Kaur, Rupi",,,,,Texas,Frisco Independent School District,November 2022,Banned in Libraries and Classrooms,Administration
The Thousandth Floor,"McGee, Katharine",,,,The Thousandth Floor,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Towering Sky,"McGee, Katharine",,,,The Thousandth Floor,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Treatment,"Young, Suzanne",,,,The Program,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Two Towers,"Tolkien, J.R.R.",,,,The Lord of the Rings,Texas,Frisco Independent School District,October 2022,Banned in Libraries and Classrooms,Administration
The Van Alen Legacy,"de la Cruz, Melissa",,,,Blue Bloods,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Wings of Merlin,"Barron, T.A.",,,,Merlin Saga,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
The Yellow Birds,"Powers, Kevin",,,,,Texas,Frisco Independent School District,October 2022,Banned Pending Investigation,Administration
There's No Place Like Home,"Calonita, Jen",,,,Secrets of My Hollywood Life,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
They Both Die at the End,"Silvera, Adam",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Those That Wake,"Karp, Jesse",,,,Those That Wake,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Tilt,"Hopkins, Ellen",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries and Classrooms,Informal Challenge
Timescape,"Liparulo, Robert",,,,Dreamhouse Kings,Texas,Frisco Independent School District,October 2022,Banned Pending Investigation,Administration
Traffick,"Hopkins, Ellen",,,,Tricks,Texas,Frisco Independent School District,October 2022,Banned in Libraries and Classrooms,Informal Challenge
Tricks,"Hopkins, Ellen",,,,Tricks,Texas,Frisco Independent School District,October 2022,Banned in Libraries and Classrooms,Informal Challenge
"Troublemaker for Justice: The Story of Bayard Rustin, the Man Behind the March on Washington","Houtman, Jacqueline","Naegle, Walter; Long, Michael G.",,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Turtles All the Way Down,"Green, John",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Ultimate Magic,"Barron, T.A.",,,,Merlin Saga,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Unbecoming: A Memoir of Disobedience,"Bhagwati, Anuradha",,,,,Texas,Frisco Independent School District,December 2022,Banned in Libraries and Classrooms,Administration
Victoria and the Rogue,"Cabot, Meg",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries and Classrooms,Administration
Walk Two Moons,"Creech, Sharon",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
War Storm,"Aveyard, Victoria",,,,Red Queen,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Watch Over Me,"LaCour, Nina",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Watcher in the Woods: A Rockton Novel,"Armstrong, Kelley",,,,Rockton/Casey Duncan,Texas,Frisco Independent School District,October 2022,Banned Pending Investigation,Administration
We Can't Be Friends: A True Story,"Etler, Cyndy Drew",,,,,Texas,Frisco Independent School District,December 2022,Banned in Libraries and Classrooms,Administration
We'll Always Have Summer,"Han, Jenny",,,,Summer,Texas,Frisco Independent School District,November 2022,Banned in Libraries,Administration
What Goes Around,"Millner, Denene","Miller, Mitzi",,,Hotlanta,Texas,Frisco Independent School District,September 2022,Banned in Libraries and Classrooms,Administration
What We Saw,"Hartzler, Aaron",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries and Classrooms,Informal Challenge
Wintersong,"Jae-Jones, S.",,,,Wintersong,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Witch and Wizard,"Patterson, James","Charbonnet, Gabrielle",,,Witch and Wizard,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Written in Bone: Buried Lives of Jamestown and Colonial Maryland,"Walker, Sally M.",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Yolk,"Choi, Mary H.K.",,,,,Texas,Frisco Independent School District,November 2022,Banned in Libraries and Classrooms,Administration
You Killed Wesley Payne,"Beaudoin, Sean",,,,,Texas,Frisco Independent School District,September 2022,Banned in Libraries,Administration
Zombies Don't Cry,"Fischer, Rusty",,,,Living Dead Love Story,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
All Boys Aren't Blue,"Johnson, George M.",,,,,Texas,Humble ISD,July 2022,Banned in Libraries,Formal Challenge
Eleanor & Park,"Rowell, Rainbow",,,,,Texas,Humble ISD,October 2022,Banned in Libraries,Formal Challenge
Forbidden,"Suzuma, Tabitha",,,,,Texas,Katy ISD,August 2022,Banned in Libraries and Classrooms,Administration
What Girls Are Made Of,"Arnold, Elana K.",,,,,Texas,Katy ISD,September 2022,Banned in Libraries and Classrooms,Administration
47,"Mosley, Walter",,,,,Texas,Keller ISD,Fall 2022,Banned Pending Investigation,Formal Challenge
A + E 4ever,"Merey, I.",,,,,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
Afterward,"Mathieu, Jennifer",,,,,Texas,Keller ISD,Fall 2022,Banned Pending Investigation,Formal Challenge
All Boys Aren't Blue,"Johnson, George M.",,,,,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
Anne Frank's Diary: The Graphic Adaptation,"Folman, Ari","Frank, Anne","Polonsky, David",,,Texas,Keller ISD,Fall 2022,Banned Pending Investigation,Formal Challenge
Assassination Classroom,"Matsui, Yūsei",,,,Assassination Classroom,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
Bodies Are Cool,"Feder, Tyler",,,,,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
Boy Toy,"Lyga, Barry",,,,,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
Empire of Storms,"Maas, Sarah J.",,,,Throne of Glass,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
Flamer,"Curato, Mike",,,,,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
Forever for a Year,"Gottfred, B. T.",,,,,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
Girls Like Us (2015),"Giles, Gail",,,,,Texas,Keller ISD,Fall 2022,Banned Pending Investigation,Formal Challenge
Go with the Flow,"Williams, Lily","Schneemann, Karen",,,,Texas,Keller ISD,Fall 2022,Banned Pending Investigation,Formal Challenge
How Beautiful the Ordinary: Twelve Stories of Identity,"Cart, Michael",,,,,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
I am Jazz,"Jennings, Jazz","Herthel, Jessica","McNicholas, Shelagh",,,Texas,Keller ISD,Fall 2022,Banned Pending Investigation,Formal Challenge
Identical,"Hopkins, Ellen",,,,,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
If You Could Be Mine,"Farizan, Sara",,,,,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
King and the Dragonflies,"Callender, Kacen",,,,,Texas,Keller ISD,Fall 2022,Banned Pending Investigation,Formal Challenge
Last Night at the Telegraph Club,"Lo, Malinda",,,,,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
Melissa (George),"Gino, Alex",,,,,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
Milk and Honey,"Kaur, Rupi",,,,,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
More Happy Than Not,"Silvera, Adam",,,,,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
Moxie,"Mathieu, Jennifer",,,,,Texas,Keller ISD,Fall 2022,Banned Pending Investigation,Formal Challenge
Oryx and Crake,"Atwood, Margaret",,,,MaddAddam,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
Out of Darkness,"Pérez, Ashley Hope",,,,,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
Red Hood,"Arnold, Elana K.",,,,,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
"Red, White, and Royal Blue","McQuiston, Casey",,,,,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
Relish: My Life in the Kitchen,"Knisley, Lucy",,,,,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
The Bible,Unknown,,,,,Texas,Keller ISD,Fall 2022,Banned Pending Investigation,Formal Challenge
The Bluest Eye,"Morrison, Toni",,,,,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
The Breakaways,"Johnson, Cathy G.",,,,,Texas,Keller ISD,Fall 2022,Banned Pending Investigation,Formal Challenge
The Handmaid's Tale,"Atwood, Margaret",,,,,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
The Handmaid's Tale: The Graphic Novel,"Atwood, Margaret",,"Nault, Renee",,,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
The Misfits,"Howe, James",,,,The Misfits,Texas,Keller ISD,Fall 2022,Banned Pending Investigation,Formal Challenge
The Storm in the Barn,"Phelan, Matt",,,,,Texas,Keller ISD,Fall 2022,Banned Pending Investigation,Formal Challenge
This One Summer,"Tamaki, Mariko",,"Tamaki, Jillian",,,Texas,Keller ISD,Fall 2022,Banned Pending Investigation,Formal Challenge
Tricks,"Hopkins, Ellen",,,,Tricks,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
We Are the Ants,"Hutchinson, Shaun David",,,,,Texas,Keller ISD,Fall 2022,Banned in Libraries,Formal Challenge
What Girls Are Made Of,"Arnold, Elana K.",,,,,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
Wicked: The Life and Times of the Wicked Witch of the West,"Maguire, Gregory",,,,The Wicked Years,Texas,Keller ISD,Fall 2022,Banned in Libraries and Classrooms,Formal Challenge
A Baby Doesn't Make the Man: Alternative Sources of Power and Manhood for Young Men,"Jamiolkowski, Raymond",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
A Good Kind of Trouble,"Ramée, Lisa Moore",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Afterworlds,"Westerfeld, Scott",,,,Afterworlds,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
All American Boys,"Reynolds, Jason","Kiely, Brendan",,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
All Out: The No-Longer-Secret Stories of Queer Teens Throughout the Ages,"Mitchell, Saundra","Lo, Malinda; Talley, Robin; Lee, Mackenzi; Keplinger, Kody; Wake, Elliot; McLemore, Anna-Marie; Hutchinson, Shaun David; Adler, Dahlia; Sharpe, Tess; Scelsa, Kate; Parker, Natalie C.; Farizan, Sara; Magruder, Nilah; Gratton, Tessa; Mejia, Tehlor Kay; Sanchez, Alex; Tracey, Scott",,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
All the Bad Apples,"Fowley-Doyle, Moïra",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
And Still I Rise: Black America Since MLK,"Gates, Henry L.","Burke, Kevin M.",,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Antonio's Card/La tarjeta de Antonio,"González, Rigoberto",,"Álvarez, Cecilia",,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Aristotle and Dante Discover the Secrets of the Universe,"Sáenz, Benjamin Alire",,,,Aristotle and Dante,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
As I Descended,"Talley, Robin",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Ash,"Lo, Malinda",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Brave Face: A Memoir,"Hutchinson, Shaun David",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Dateable: Are You? Are They?,"Lookadoo, Justin","DiMarco, Hayley",,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
"Dear Diary, I'm Pregnant: Teenagers Talk About their Pregnancy","Englander, Anrenee",,"Martchenko, Michael",,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Drama: A Graphic Novel,"Telgemeier, Raina",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
From the Notebooks of Melanin Sun,"Woodson, Jacqueline",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
"Gabi, a Girl in Pieces","Quintero, Isabel",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Gender Identity (Teen Mental Health),"Petrikowski, Nicki Peter",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Gender Issues,"McIntosh, Kenneth",,,,Living with a Special Need,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
"Girl, (Nearly) 16: Absolute Torture","Limb, Sue",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Glitter,"Daniels, Babygirl",,,,Babygirl Dramas,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Grown in 60 Seconds,"Lee, Darrien",,,,Denim Diaries,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Hands Up!,"McDaniel, Breanna J.",,"Evans, Shane W.",,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
I'll Give You the Sun,"Nelson, Jandy",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Infinity Son,"Silvera, Adam",,,,Infinity Cycle,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Melissa (George),"Gino, Alex",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Odd One Out,"Stone, Nic",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Ordinary Hazards,"Grimes, Nikki",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Out of Darkness,"Pérez, Ashley Hope",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Peaceful Fights for Equal Rights,"Sanders, Rob",,"Schorr, Jared Andrew",,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
"Queer, There and Everywhere: 23 People Who Changed the World","Prager, Sarah",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Reluctantly Alice,"Naylor, Phyllis Reynolds",,,,Alice,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Separate Is Never Equal: Sylvia Mendez and Her Family’s Fight for Desegregation,"Tonatiuh, Duncan",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
"Shirley Jackson's ""The Lottery"": The Authorized Graphic Adaptation","Hyman, Miles",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Simon vs. the Homo Sapiens Agenda,"Albertalli, Becky",,,,Simonverse,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Sonny's House of Spies,"Lyon, George Ella",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Striving for Equality: LGBTQ Athletes Claim the Field,"Cronn-Mills, Kirstin",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Symptoms of Being Human,"Garvin, Jeff",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Tattoo Atlas,"Floreen, Tim",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Teenage Sex and Pregnancy,"Parks, Peggy J.",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Teens and LGBT Issues,"Wilcox, Christine",,,,Compact Research: Teen Well-Being,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,"Slater, Dashka",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
The Bridge,"Konigsberg, Bill",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
The Girls I've Been,"Sharpe, Tess",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
The Great American Whatever,"Federle, Tim",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
The Grief Keeper,"Villasante, Alexandra",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
"The Teenage Guy's Survival Guide: The Real Deal on Going Out, Growing Up, and Other Guy Stuff","Daldry, Jeremy",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
The Test,"Kern, Peggy",,,,Bluford High,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
The Upside of Unrequited,"Albertalli, Becky",,,,Simonverse,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
The You I've Never Known,"Hopkins, Ellen",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
They Both Die at the End,"Silvera, Adam",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
They Called Themselves The K.K.K.: The Birth of an American Terrorist Group,"Bartoletti, Susan Campbell",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
This Book Is Gay,"Dawson, Juno",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
"Transgender Lives: Complex Stories, Complex Voice","Cronn-Mills, Kirstin",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Two Boys Kissing,"Levithan, David",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
We March,"Evans, Shane W.",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
"Will Grayson, Will Grayson","Green, John","Levithan, David",,,"Will Grayson, Will Grayson",Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Willful Machines,"Floreen, Tim",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
A Court of Frost and Starlight,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Alpine School District,November 2022,Banned in Libraries and Classrooms,Legislative Action
A Court of Mist and Fury,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Alpine School District,November 2022,Banned in Libraries and Classrooms,Legislative Action
A ​Court of Silver Flames,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Alpine School District,November 2022,Banned in Libraries and Classrooms,Legislative Action
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Alpine School District,November 2022,Banned in Libraries and Classrooms,Legislative Action
A Court of Wings and Ruin,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Alpine School District,November 2022,Banned in Libraries and Classrooms,Legislative Action
All Boys Aren't Blue,"Johnson, George M.",,,,,Utah,Alpine School District,November 2022,Banned in Libraries and Classrooms,Legislative Action
Breathless,"Niven, Jennifer",,,,,Utah,Alpine School District,November 2022,Banned in Libraries and Classrooms,Legislative Action
Crank,"Hopkins, Ellen",,,,Crank,Utah,Alpine School District,November 2022,Banned in Libraries and Classrooms,Legislative Action
Damsel,"Arnold, Elana K.",,,,,Utah,Alpine School District,November 2022,Banned in Libraries and Classrooms,Legislative Action
Daughters Unto Devils,"Lukavics, Amy",,,,,Utah,Alpine School District,November 2022,Banned in Libraries,Legislative Action
